"Position","Company","Posting_Text","Link","Term"
"Data Analyst","Northeastern University","Position Information
University Decision Support (UDS) at Northeastern University serves as a central repository and knowledge center for University data and information. UDS is comprised of several data-related functions: institutional research, survey research, analytics, and data administration. One of the main functions of the office is reporting to both internal and external constituencies that may be ad hoc or regular, or involve compliance with federal, state, and local requirements. The work done in UDS supports and informs planning, management, accreditation, and assessment activities at every level of the University. The Data Analyst contributes to the work done in the department by focusing on the areas of data collection, reporting, and data analysis.
The Data Analyst engages in extensive and significant data collection activity to directly support his/her work. The Data Analyst must be able to identify the appropriate information needed, and then collect, retrieve, and reformat the information and data for reporting. The Data Analyst will work directly with colleagues across campus to ascertain the most appropriate data needed to respond to information requests The Data Analyst is also responsible for ensuring that the data and information we provide is reported in a manner consistent with industry and University standards. Clarity of data presentation is important to promote the understanding of the information by the client.
The Data Analyst will be responsible for compiling and reporting data for external guidebook publications (for example, College Board, U.S. News, Princeton Review, Times Higher Education) and government compliance reports (IPEDS).
The Data Analyst will participate in professional development activities in order to maintain currency in industry practices and institutional practices that affect data collection and reporting, as well as take advantage of training to maintain strong technical skills in areas that affect his/her job.
The Data Analyst will also assist in updating the UDS website and other duties as assigned.
Finally, the Data Analyst must work effectively and productively as part of the UDS team. Attention to detail is absolutely critical as is the ability and willingness to constantly reevaluate and improve data collection and reporting activities.
This position requires a bachelor’s degree and 1 to 3 years of professional experience in a field that involves quantitative data analysis. It is appropriate for a motivated individual who is resourceful and can also work independently with guidance. This individual must have the capacity to work with large data sets, and develop competencies in data reporting, data manipulation, analysis, and presentation with various software tools. It is also critical that the Data Analyst develop content knowledge of higher education data and understand the nuances that inform data reporting and analysis. Understanding the concept of relational databases is a must; organization skills are necessary as there will be multi-tasking of projects; interpersonal and customer service skills are needed while working with people with varied technical skill sets and levels of the university; a strong technical aptitude is a must? the ability to learn and then use software tools adopted by the office is important. The Data Analyst must also be flexible to adapt to the needs and changes of the University and preferably bring a sense of humor and enthusiasm to a busy and fast-paced office.
Must be knowledgeable in Microsoft Excel. Knowledge of SPSS, Tableau, Toad, SQL is helpful.","https://www.indeed.com/rc/clk?jk=58d5e68d8d4f51b6&fccid=a9383e8362da1c50&vjs=3","data+analyst"
"Data Analyst","Commonwealth of Massachusetts","","https://www.indeed.com/rc/clk?jk=301b9ef4ad39fa46&fccid=4dd38d4e4cf0b7c0&vjs=3","data+analyst"
"Associate Data Analyst","Iron Mountain","Iron Mountain complies with the Accessibility for Ontarians with Disabilities Act and welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.","https://www.indeed.com/rc/clk?jk=63a861580ab07051&fccid=849a996a7e062132&vjs=3","data+analyst"
"Data Analyst (c/o 2019 Seniors!)","Hopjump","","https://www.indeed.com/rc/clk?jk=e16a0653f4066e9b&fccid=30c994b6c2f39768&vjs=3","data+analyst"
"Big Data Scientist / Clinical Analyst","UnitedHealth Group","","https://www.indeed.com/rc/clk?jk=f38df3b3346dc90f&fccid=d3d3520998346837&vjs=3","data+analyst"
"Entry Level Business Analyst","NDDSystems LLC","","https://www.indeed.com/rc/clk?jk=57643cde6ee69bca&fccid=c46d4a57eb916929&vjs=3","data+analyst"
"Language Data Specialist - Hindi","Amazon.com","","https://www.indeed.com/rc/clk?jk=2899d08521346818&fccid=fe2d21eef233e94a&vjs=3","data+analyst"
"Analyst, Hockey Operations","Boston Bruins","","https://www.indeed.com/rc/clk?jk=ed135372494374ad&fccid=46ab47325970ecc4&vjs=3","data+analyst"
"Programmer Analyst/ Data Analyst - 10-16hrs per week","Massachusetts General Hospital(MGH)","","https://www.indeed.com/rc/clk?jk=436ceee9a48c0278&fccid=3aaabf5c54e51db9&vjs=3","data+analyst"
"Part-Time Data Analyst - Beatrice Rogers Research, Friedman School of Nutrition","TUFTS University","","https://www.indeed.com/rc/clk?jk=d570bee016e595a8&fccid=6204ad93e6d7930f&vjs=3","data+analyst"
